Cohort,Block,Position,Pop,Rep,Germ date,Notes
3,1,F_18,CAAM-GB,12,,
3,1,F_19,CAAN1,12,,
3,1,F_20,CAAN2,4,,
3,1,G_01,CAAN2,12,,
3,1,G_02,STTO-BH,1,2020-10-19,
3,1,G_03,STDR2,1,2020-10-29,
3,1,G_04,CAAN1,2,,
3,1,G_05,STPO1,3,2020-10-21,
3,1,G_06,STPO1,6,2020-10-20,
3,1,G_07,CAAM-GB,14,,
3,1,G_08,CAIN3,8,,
3,1,G_09,CAAN2,13,2020-10-20,
3,1,G_10,STGL1,1,2020-10-27,
3,1,G_11,STDI,12,,
3,1,G_12,CAAN1,16,2020-10-20,
3,1,G_13,STIN,13,,
3,1,G_14,STDI,3,2020-10-19,
3,1,G_15,STBR3,1,,
3,1,G_16,STGL1,3,,
3,1,G_17,CAAN1,15,2020-10-21,
3,1,G_18,CAAN2,5,,
3,1,G_19,CAIN4,9,,
3,1,G_20,CAAN1,3,,
3,1,H_01,STBR3,3,,
3,1,H_02,STIN,15,2020-10-21,
3,1,H_03,STDR2,3,2020-10-28,
3,1,H_04,CAAM-GB,2,,
3,1,H_05,CAIN3,10,2020-10-20,
3,1,H_06,STBR3,6,,
3,1,H_07,STGL1,9,2020-10-24,
3,1,H_08,STPO1,16,2020-10-21,
3,1,H_09,CAIN3,5,2020-10-22,
3,1,H_10,CAAN2,14,,
3,1,H_11,CAIN4,14,,
3,1,H_12,STDR2,15,2020-10-24,
3,1,H_13,blank,1,,
3,1,H_14,CAIN3,6,2020-10-21,
3,1,H_15,STTO-BH,6,2020-10-19,
3,1,H_16,CAAN2,9,,
3,1,H_17,STTO-BH,15,2020-10-20,
3,1,H_18,STTO-BH,12,2020-10-19,
3,1,H_19,STBR3,2,2020-10-23,
3,1,H_20,STBR3,13,,
3,1,I_01,CAIN3,3,,
3,1,I_02,CAAN1,8,,
3,1,I_03,CAIN4,3,2020-10-25,
3,1,I_04,STBR3,8,2020-10-29,
3,1,I_05,STTO-BH,14,2020-10-21,
3,1,I_06,STIN,10,,
3,1,I_07,STPO1,4,,
3,1,I_08,CACO1,1,2020-10-21,
3,1,I_09,CAAN1,14,,
3,1,I_10,STBR3,9,2020-10-23,
3,1,I_11,CAAN2,6,,
3,1,I_12,STDI,15,2020-10-28,
3,1,I_13,STTO-BH,3,2020-10-19,
3,1,I_14,STBR3,10,2020-10-24,
3,1,I_15,STTO-BH,8,2020-10-20,
3,1,I_16,CAAM-GB,15,,
3,1,I_17,CAIN4,4,,
3,1,I_18,STIN,12,,
3,1,I_19,CAIN4,7,,
3,1,I_20,STIN,4,,
3,1,J_01,STGL1,11,2020-10-22,
3,1,J_02,CAAN1,7,,
3,1,J_03,CACO1,4,2020-10-25,
3,1,J_04,STDR2,10,,
3,1,J_05,CAIN4,5,2020-10-24,
3,1,J_06,STDI,11,2020-10-19,
3,1,J_07,CAIN3,7,2020-10-23,
3,1,J_08,STPO1,9,2020-10-28,
3,1,J_09,STPO1,1,,
3,1,J_10,CAAN1,1,,
3,1,J_11,CAIN3,12,2020-10-23,
3,1,J_12,STBR3,16,2020-10-23,
3,1,J_13,CAAN1,4,,
3,1,J_14,CAAM-GB,11,,
3,1,J_15,STDR2,2,,
3,1,J_16,CAAM-GB,7,2020-10-25,
3,1,J_17,STDI,5,2020-10-20,
3,1,J_18,STDI,16,2020-10-20,
3,1,J_19,STDR2,6,,
3,1,J_20,STDI,8,2020-10-19,
3,2,A_01,STBR3,10,2020-11-08,*two germinants on 11/19
3,2,A_02,CAIN3,15,2020-10-22,
3,2,A_03,STIN,6,,
3,2,A_04,CAAM-GB,5,2020-10-24,
3,2,A_05,STGL1,3,2020-10-23,
3,2,A_06,CAAN1,13,,
3,2,A_07,CAIN3,11,2020-10-24,
3,2,A_08,CAAM-GB,15,2020-10-24,
3,2,A_09,blank,4,,
3,2,A_10,CAAN1,1,2020-10-21,
3,2,A_11,STDI,2,2020-10-19,
3,2,A_12,STTO-BH,16,2020-10-19,
3,2,A_13,STBR3,12,2020-10-22,
3,2,A_14,STTO-BH,15,2020-10-21,
3,2,A_15,CAIN3,1,2020-10-23,
3,2,A_16,STTO-BH,8,2020-10-20,
3,2,A_17,CAIN4,16,2020-10-21,
3,2,A_18,STDR2,11,2020-10-22,
3,2,A_19,STBR3,6,2020-10-25,
3,2,A_20,CAAN2,10,,
3,2,B_01,CAAN2,14,,
3,2,B_02,STPO1,9,2020-10-24,
3,2,B_03,STGL1,9,2020-10-24,
3,2,B_04,CAAM-GB,10,,
3,2,B_05,CAIN4,3,2020-10-21,
3,2,B_06,STDR2,3,2020-10-23,
3,2,B_07,STPO1,16,,
3,2,B_08,STIN,7,,
3,2,B_09,STBR3,11,2020-10-30,
3,2,B_10,STIN,15,,
3,2,B_11,CAAN1,5,,
3,2,B_12,STDR2,6,2020-10-29,
3,2,B_13,CAAN2,15,,
3,2,B_14,STTO-BH,14,2020-10-20,
3,2,B_15,STDI,5,2020-10-20,
3,2,B_16,CAAN2,7,,
3,2,B_17,STDR2,4,2020-10-24,
3,2,B_18,STDI,9,,
3,2,B_19,STTO-BH,5,2020-10-19,
3,2,B_20,CAIN4,6,2020-10-23,
3,2,C_01,CAIN3,4,,
3,2,C_02,CAAN1,10,,
3,2,C_03,STGL1,11,2020-10-23,
3,2,C_04,CAAM-GB,3,,
3,2,C_05,STPO1,2,2020-10-25,
3,2,C_06,CACO1,4,2020-10-21,
3,2,C_07,STPO1,11,2020-10-25,
3,2,C_08,CAIN3,13,2020-10-22,
3,2,C_09,STBR3,5,2020-10-23,
3,2,C_10,STDR2,9,2020-10-23,
3,2,C_11,CAAN1,4,,
3,2,C_12,STGL1,15,2020-10-22,
3,2,C_13,CAAM-GB,14,,
3,2,C_14,CAIN3,6,2020-10-20,
3,2,C_15,CACO1,1,,
3,2,C_16,STBR3,2,2020-10-22,
3,2,C_17,STTO-BH,3,2020-10-21,
3,2,C_18,CACO1,3,,
3,2,C_19,CAIN4,9,2020-10-21,
3,2,C_20,CAAN2,4,,
3,2,D_01,CAAM-GB,9,2020-10-30,
3,2,D_02,CAAM-GB,16,,may have planted 2 seeds
3,2,D_03,STGL1,13,2020-10-22,
3,2,D_04,CAIN3,8,2020-10-21,
3,2,D_05,STBR3,16,2020-10-24,
3,2,D_06,STPO1,12,2020-10-25,
3,2,D_07,STTO-BH,1,2020-10-20,
3,2,D_08,STBR3,14,2020-10-23,
3,2,D_09,STGL1,10,,
3,2,D_10,CAIN4,1,2020-10-20,
3,2,D_11,STDR2,5,2020-10-23,
3,2,D_12,CAAN1,8,,
3,2,D_13,STDI,11,2020-10-20,
3,2,D_14,CAIN3,2,2020-10-20,
3,2,D_15,CAAN2,8,,
3,2,D_16,blank,2,,
3,2,D_17,CAIN3,3,2020-10-21,
3,2,D_18,STDR2,16,2020-10-21,
3,2,D_19,STDI,12,2020-10-20,
3,2,D_20,STIN,8,2020-10-21,
3,2,E_01,CAAM-GB,7,2020-10-25,
3,2,E_02,STTO-BH,11,2020-10-20,
3,2,E_03,STBR3,7,,
3,2,E_04,STDI,7,2020-10-20,
3,2,E_05,STGL1,6,2020-10-23,
3,2,E_06,STDI,8,,
3,2,E_07,STIN,5,2020-10-21,
3,2,E_08,STIN,12,,
3,2,E_09,STDI,10,,
3,2,E_10,CAIN4,2,,
3,2,E_11,STPO1,6,2020-10-21,
3,2,E_12,STDI,1,,
3,2,E_13,STBR3,9,2020-10-23,
3,2,E_14,STIN,4,2020-10-20,
3,2,E_15,CAIN3,12,,
3,2,E_16,CAAN1,9,2020-10-20,
3,2,E_17,CAIN4,8,,
3,2,E_18,STTO-BH,13,2020-10-20,
3,2,E_19,CAIN4,14,,
3,2,E_20,STDR2,10,2020-10-21,
3,2,F_01,STBR3,3,2020-10-28,
3,2,F_02,STTO-BH,12,2020-10-19,
3,2,F_03,CAAM-GB,13,,
3,2,F_04,blank,3,,iButton in this blank
3,2,F_05,CAAN1,3,,
3,2,F_06,STDI,4,2020-10-19,
3,2,F_07,STGL1,1,,
3,2,F_08,STPO1,8,2020-10-21,
3,2,F_09,STIN,1,2020-10-21,
3,2,F_10,STBR3,13,2020-10-27,
3,2,F_11,CAAN2,13,,
3,2,F_12,CAAN2,2,,
3,2,F_13,STTO-BH,7,2020-10-20,
3,2,F_14,STGL1,4,,
3,2,F_15,CAIN3,14,2020-10-21,
3,2,F_16,CAAN1,6,,
3,2,F_17,CAAN1,16,2020-10-20,
3,2,F_18,STTO-BH,9,2020-10-20,
3,2,F_19,STDR2,14,2020-10-29,
3,2,F_20,STDR2,1,2020-10-21,
3,2,G_01,CAAN2,1,,
3,2,G_02,STIN,2,,
3,2,G_03,STGL1,2,2020-10-20,
3,2,G_04,STTO-BH,2,2020-10-20,
3,2,G_05,STPO1,13,2020-10-23,
3,2,G_06,STTO-BH,6,2020-10-20,
3,2,G_07,STTO-BH,4,2020-10-20,
3,2,G_08,CAIN4,12,2020-10-20,
3,2,G_09,STGL1,12,2020-10-24,
3,2,G_10,STPO1,14,2020-10-21,
3,2,G_11,STGL1,8,2020-10-22,
3,2,G_12,CAAN2,5,,
3,2,G_13,CAAM-GB,12,,
3,2,G_14,CAAN2,16,,
3,2,G_15,STPO1,3,2020-10-22,
3,2,G_16,CAAN1,2,,
3,2,G_17,CAIN4,15,,
3,2,G_18,STDR2,12,2020-10-22,
3,2,G_19,STIN,14,,
3,2,G_20,CAIN4,11,,
3,2,H_01,STIN,13,,
3,2,H_02,CACO1,2,2020-10-22,
3,2,H_03,STDR2,13,2020-10-24,
3,2,H_04,CAAM-GB,6,,
3,2,H_05,CAIN4,4,2020-10-23,
3,2,H_06,STDI,13,2020-10-19,
3,2,H_07,CAIN4,5,2020-10-20,
3,2,H_08,STDI,6,,
3,2,H_09,CAAN2,6,,
3,2,H_10,STBR3,1,,
3,2,H_11,CAIN4,13,,
3,2,H_12,STTO-BH,10,2020-10-19,
3,2,H_13,CAIN3,16,2020-10-20,
3,2,H_14,CAAN2,9,,
3,2,H_15,STIN,3,,
3,2,H_16,CAIN3,7,,
3,2,H_17,CAAN2,3,2020-10-20,
3,2,H_18,STGL1,16,2020-10-22,
3,2,H_19,STDI,3,2020-10-19,
3,2,H_20,STDI,14,2020-10-19,
3,2,I_01,CAAM-GB,11,2020-11-01,
3,2,I_02,STDR2,15,2020-10-24,
3,2,I_03,STDI,16,2020-10-19,
3,2,I_04,STGL1,14,,
3,2,I_05,CAIN3,9,2020-10-21,
3,2,I_06,CAIN4,7,2021-10-20,
3,2,I_07,CAAN2,12,,
3,2,I_08,CAAN1,11,,
3,2,I_09,STIN,9,2020-10-20,
3,2,I_10,STIN,11,,
3,2,I_11,CAAN2,11,,
3,2,I_12,STDR2,7,,
3,2,I_13,STBR3,4,2020-10-25,
3,2,I_14,STPO1,4,2020-10-21,
3,2,I_15,CAAN1,15,2020-10-21,
3,2,I_16,CAAM-GB,4,,
3,2,I_17,STBR3,15,2020-10-22,
3,2,I_18,CAAN1,7,,
3,2,I_19,STPO1,7,2020-10-20,
3,2,I_20,STIN,16,,
3,2,J_01,STIN,10,2020-10-20,
3,2,J_02,blank,1,,
3,2,J_03,STGL1,7,,
3,2,J_04,CAAN1,12,2020-10-20,
3,2,J_05,STDR2,2,2020-10-24,
3,2,J_06,CAAM-GB,1,,
3,2,J_07,STPO1,5,2020-10-20,
3,2,J_08,STPO1,10,2020-10-28,
3,2,J_09,CAIN4,10,,
3,2,J_10,STBR3,8,2020-10-22,
3,2,J_11,STDR2,8,2020-10-28,
3,2,J_12,STDI,15,,
3,2,J_13,STGL1,5,,
3,2,J_14,CAIN3,5,2020-10-21,
3,2,J_15,CAAM-GB,8,,
3,2,J_16,CAAN1,14,,
3,2,J_17,STPO1,1,2020-10-20,
3,2,J_18,CAIN3,10,2020-10-20,
3,2,J_19,CAAM-GB,2,,
3,2,J_20,STPO1,15,2020-10-28,
3,3,A_01,STDI,2,2020-10-21,
3,3,A_02,CAAN1,11,,
3,3,A_03,STBR3,16,2020-10-25,
3,3,A_04,STDI,13,2020-10-19,
3,3,A_05,CAAN1,3,2020-10-21,
3,3,A_06,STIN,8,2020-10-21,
3,3,A_07,STDI,15,2020-10-19,
3,3,A_08,CAAN1,16,,
3,3,A_09,STDR2,11,,
3,3,A_10,CAIN3,7,2020-10-21,
3,3,A_11,STPO1,12,2020-10-24,
3,3,A_12,CAIN3,15,2020-10-22,
3,3,A_13,STPO1,7,2020-10-20,
3,3,A_14,STTO-BH,4,2020-10-28,
3,3,A_15,CAAN1,6,2020-10-21,
3,3,A_16,STDR2,8,2020-10-21,
3,3,A_17,STTO-BH,8,2020-10-20,
3,3,A_18,STBR3,15,,
3,3,A_19,STBR3,4,2020-10-24,
3,3,A_20,CAIN3,4,2020-10-21,
3,3,B_01,STPO1,2,2020-10-20,
3,3,B_02,STDI,6,2020-10-20,
3,3,B_03,STBR3,5,2020-10-25,
3,3,B_04,CAIN4,9,2020-10-23,
3,3,B_05,CAAM-GB,8,,
3,3,B_06,CAIN4,7,,
3,3,B_07,STGL1,2,,
3,3,B_08,STTO-BH,1,2020-10-20,
3,3,B_09,STDI,16,2020-10-21,
3,3,B_10,CAAM-GB,6,2020-10-28,
3,3,B_11,STGL1,9,2022-10-20,
3,3,B_12,CAAN2,14,,
3,3,B_13,STIN,6,,
3,3,B_14,STGL1,14,2020-10-22,
3,3,B_15,STDI,12,2020-10-19,
3,3,B_16,STIN,3,2020-10-25,
3,3,B_17,STTO-BH,15,2020-10-19,
3,3,B_18,STTO-BH,9,2020-10-19,
3,3,B_19,STDR2,16,,
3,3,B_20,CAIN4,5,,
3,3,C_01,CAAM-GB,7,2020-11-02,
3,3,C_02,STIN,11,2020-10-21,
3,3,C_03,STIN,12,2020-10-20,
3,3,C_04,CAAM-GB,14,2020-10-25,
3,3,C_05,CAIN3,5,2020-10-23,
3,3,C_06,STPO1,3,2020-10-26,
3,3,C_07,CAAN2,6,,
3,3,C_08,STIN,15,,
3,3,C_09,CAIN4,3,2020-10-21,
3,3,C_10,CAAM-GB,13,,
3,3,C_11,CACO1,2,2020-10-20,
3,3,C_12,CACO1,1,2020-10-22,
3,3,C_13,CAIN4,15,,
3,3,C_14,STIN,9,2020-10-20,
3,3,C_15,CAAN2,3,2020-10-20,
3,3,C_16,STDR2,12,,
3,3,C_17,CAIN3,16,2020-10-21,
3,3,C_18,CACO1,3,2020-10-20,
3,3,C_19,STBR3,9,2020-10-26,
3,3,C_20,CAIN4,1,,
3,3,D_01,CAAM-GB,12,,
3,3,D_02,STDR2,9,2020-10-28,
3,3,D_03,STPO1,5,2020-10-21,
3,3,D_04,CAIN3,8,2020-10-21,
3,3,D_05,CAAN2,16,2020-10-19,
3,3,D_06,STDI,3,2020-10-20,
3,3,D_07,STIN,10,2020-10-19,
3,3,D_08,STDR2,10,,
3,3,D_09,STTO-BH,14,2020-10-21,
3,3,D_10,STDR2,1,2020-10-25,
3,3,D_11,STPO1,4,2020-10-21,
3,3,D_12,STBR3,2,2020-10-22,
3,3,D_13,STPO1,16,2020-10-20,
3,3,D_14,STTO-BH,7,2020-10-19,
3,3,D_15,CAAN1,1,,
3,3,D_16,CAAN2,10,,
3,3,D_17,STDI,5,2020-10-20,
3,3,D_18,CAAN2,4,,
3,3,D_19,CAIN3,12,2020-10-20,
3,3,D_20,STTO-BH,3,2020-10-20,
3,3,E_01,CAIN4,14,2020-10-27,
3,3,E_02,CAAN2,12,,
3,3,E_03,CAAN1,10,,
3,3,E_04,STDI,14,2020-10-21,
3,3,E_05,CAIN4,6,2020-10-24,
3,3,E_06,CAIN3,14,2020-10-21,10/25/20 Two germinants
3,3,E_07,CAAM-GB,5,,
3,3,E_08,STDR2,7,,
3,3,E_09,STDI,9,2020-10-19,
3,3,E_10,STBR3,10,2020-11-21,
3,3,E_11,CAAN2,9,,
3,3,E_12,STTO-BH,13,2020-10-19,
3,3,E_13,STGL1,16,,
3,3,E_14,STDR2,15,,
3,3,E_15,CAAN1,4,2020-10-25,
3,3,E_16,CAIN4,4,,
3,3,E_17,STGL1,13,2020-10-24,
3,3,E_18,STIN,1,,
3,3,E_19,STTO-BH,6,2020-10-20,
3,3,E_20,CAAN1,15,,
3,3,F_01,STDI,4,2020-10-27,
3,3,F_02,CAAN1,9,,
3,3,F_03,STTO-BH,5,2020-10-20,
3,3,F_04,STGL1,10,,
3,3,F_05,STPO1,6,2020-10-21,
3,3,F_06,STBR3,8,,
3,3,F_07,STGL1,11,,
3,3,F_08,CAIN3,10,,
3,3,F_09,STGL1,15,2020-10-23,
3,3,F_10,CAAN2,15,,
3,3,F_11,CAIN3,1,2020-10-22,
3,3,F_12,CACO1,4,2020-10-21,
3,3,F_13,CAAN1,7,2020-10-25,
3,3,F_14,STTO-BH,11,2020-10-19,
3,3,F_15,blank,1,,
3,3,F_16,STTO-BH,10,2020-10-21,
3,3,F_17,STPO1,13,2020-10-20,
3,3,F_18,STDI,10,,
3,3,F_19,STDR2,3,2020-11-02,
3,3,F_20,CAAN2,8,,
3,3,G_01,STBR3,6,,
3,3,G_02,STBR3,1,2020-10-21,
3,3,G_03,CAIN3,11,2020-10-22,
3,3,G_04,CAAN2,1,,
3,3,G_05,CAIN3,13,2020-10-23,
3,3,G_06,STIN,2,2020-10-22,
3,3,G_07,CAIN4,10,2020-10-22,
3,3,G_08,blank,4,,iButton in this blank
3,3,G_09,STBR3,11,2020-10-24,
3,3,G_10,blank,3,,
3,3,G_11,CAAM-GB,10,,
3,3,G_12,CAIN4,12,2020-10-22,
3,3,G_13,STDI,1,,
3,3,G_14,CAAN1,12,,
3,3,G_15,STDR2,5,2020-10-26,
3,3,G_16,CAAM-GB,16,,
3,3,G_17,STGL1,7,2020-10-22,
3,3,G_18,STPO1,1,2020-10-21,
3,3,G_19,CAAN1,5,,
3,3,G_20,STPO1,8,,
3,3,H_01,STDR2,4,2020-11-02,
3,3,H_02,STGL1,12,2020-10-23,
3,3,H_03,STPO1,15,2020-10-22,
3,3,H_04,STDR2,6,,
3,3,H_05,STIN,16,2020-11-04,
3,3,H_06,STGL1,3,2020-10-21,
3,3,H_07,STBR3,3,2020-10-24,
3,3,H_08,STIN,13,2020-10-20,
3,3,H_09,STDR2,2,2020-10-23,
3,3,H_10,CAAM-GB,15,2020-10-24,
3,3,H_11,CAIN4,16,,
3,3,H_12,STDI,7,2020-10-20,
3,3,H_13,CAAM-GB,3,,
3,3,H_14,CAIN4,13,,
3,3,H_15,CAIN3,3,2020-10-21,
3,3,H_16,CAIN4,2,2020-10-21,
3,3,H_17,STPO1,9,,
3,3,H_18,STIN,4,2020-10-21,
3,3,H_19,CAAN1,2,,
3,3,H_20,STPO1,10,2020-11-04,
3,3,I_01,CAIN4,11,2020-10-29,
3,3,I_02,CAIN3,6,2020-10-30,
3,3,I_03,CAIN4,8,,
3,3,I_04,STPO1,14,,
3,3,I_05,CAAN2,7,,
3,3,I_06,STDI,11,,
3,3,I_07,STGL1,4,2020-10-22,
3,3,I_08,STTO-BH,2,2020-10-20,
3,3,I_09,STBR3,12,2020-10-23,
3,3,I_10,STDR2,13,,
3,3,I_11,STBR3,13,2020-10-24,
3,3,I_12,STIN,5,2020-10-21,
3,3,I_13,CAAM-GB,11,,
3,3,I_14,STTO-BH,16,2020-10-20,
3,3,I_15,STTO-BH,12,2020-10-19,
3,3,I_16,CAAN1,8,,
3,3,I_17,blank,2,,
3,3,I_18,STBR3,7,2020-10-25,
3,3,I_19,STDI,8,2020-10-19,
3,3,I_20,STDR2,14,,
3,3,J_01,STBR3,14,,
3,3,J_02,CAAM-GB,4,2020-11-06,
3,3,J_03,CAAN1,14,,
3,3,J_04,CAAM-GB,1,2020-11-02,
3,3,J_05,STPO1,11,2020-10-20,
3,3,J_06,STGL1,8,2020-10-28,
3,3,J_07,STGL1,5,2020-11-02,
3,3,J_08,STGL1,1,2020-10-30,
3,3,J_09,CAAM-GB,2,2020-10-30,
3,3,J_10,CAAN1,13,,
3,3,J_11,STIN,7,2020-10-20,
3,3,J_12,CAAN2,5,2020-10-24,
3,3,J_13,STIN,14,,seed may have jumped out 
3,3,J_14,CAAN2,13,,
3,3,J_15,CAAN2,11,2020-10-21,
3,3,J_16,CAIN3,2,2020-10-23,
3,3,J_17,CAIN3,9,,
3,3,J_18,CAAM-GB,9,2020-11-05,
3,3,J_19,CAAN2,2,2020-10-21,
3,3,J_20,STGL1,6,2020-10-24,
4,1,A_01,STBR3,8,2020-11-08,
4,1,A_02,CAIN4,8,2020-11-05,
4,1,A_03,STGL1,5,,
4,1,A_04,STTO-BH,11,,
4,1,A_05,STIN,7,,
4,1,A_06,STBR3,14,,
4,1,A_07,STTO-BH,12,,
4,1,A_08,STPO1,8,,
4,1,A_09,STDR2,7,2020-11-06,
4,1,A_10,STIN,15,,
4,1,A_11,CAIN4,14,,
4,1,A_12,CAAN2,2,,
4,1,A_13,CAAN2,15,,
4,1,A_14,STDR2,4,,
4,1,A_15,STTO-BH,1,,
4,1,A_16,CAAN1,1,,
4,1,A_17,CAAN1,4,,
4,1,A_18,CAAN1,5,,
4,1,A_19,CAAM-GB,14,,
4,1,A_20,CAAM-GB,4,,
4,1,B_01,STGL1,3,2020-11-06,
4,1,B_02,STDR2,16,2020-11-09,
4,1,B_03,STIN,3,2020-11-06,
4,1,B_04,STDR2,1,,
4,1,B_05,STTO-BH,13,2020-11-05,
4,1,B_06,STBR3,5,2020-11-10,
4,1,B_07,STIN,12,,
4,1,B_08,CAIN3,10,2020-11-05,
4,1,B_09,STPO1,1,2020-11-06,
4,1,B_10,CAAM-GB,6,,
4,1,B_11,STGL1,9,2020-11-06,
4,1,B_12,CAIN3,14,,
4,1,B_13,STTO-BH,14,2020-11-04,
4,1,B_14,CAAN1,11,,
4,1,B_15,STGL1,11,2020-11-07,
4,1,B_16,CAIN4,3,2020-11-05,2 seeds planted 
4,1,B_17,CAAM-GB,12,,
4,1,B_18,STDI,6,,
4,1,B_19,CAIN3,4,,
4,1,B_20,STDI,5,2020-11-04,
4,1,C_01,CAAN1,14,,
4,1,C_02,STBR3,11,2020-11-06,
4,1,C_03,STDI,10,2020-11-04,
4,1,C_04,STDI,16,,
4,1,C_05,STGL1,1,2020-11-06,
4,1,C_06,STPO1,9,2020-11-04,
4,1,C_07,CAAN1,16,,
4,1,C_08,CAIN3,16,,
4,1,C_09,CAAN2,14,,
4,1,C_10,CAAN2,16,,
4,1,C_11,STTO-BH,6,,
4,1,C_12,CAAM-GB,13,,
4,1,C_13,STGL1,14,,
4,1,C_14,CAIN3,1,,
4,1,C_15,STPO1,12,2020-11-07,
4,1,C_16,CAAN2,6,,
4,1,C_17,CAAN2,8,,
4,1,C_18,CAAM-GB,5,,
4,1,C_19,STDR2,11,,
4,1,C_20,CAAN2,4,2020-11-07,
4,1,D_01,CAAM-GB,2,,
4,1,D_02,STDR2,9,,
4,1,D_03,CAAM-GB,9,,
4,1,D_04,CAAN1,12,,
4,1,D_05,CAIN4,6,2020-11-07,
4,1,D_06,STPO1,2,2020-11-05,
4,1,D_07,CAAN1,7,,
4,1,D_08,STIN,14,,
4,1,D_09,STTO-BH,5,2020-11-04,
4,1,D_10,STDI,3,,
4,1,D_11,CAIN3,5,,
4,1,D_12,STGL1,7,,
4,1,D_13,STTO-BH,7,,
4,1,D_14,STPO1,11,2020-11-05,
4,1,D_15,STDR2,10,2020-11-11,
4,1,D_16,STGL1,6,,
4,1,D_17,CAAN2,7,,
4,1,D_18,STBR3,16,2020-11-06,
4,1,D_19,STDR2,14,2020-11-10,
4,1,D_20,CAIN3,6,,
4,1,E_01,CAAM-GB,11,2020-11-09,
4,1,E_02,CAIN3,9,,
4,1,E_03,CACO1,1,,
4,1,E_04,blank,2,,
4,1,E_05,CAIN4,12,2020-11-04,
4,1,E_06,STDI,9,,
4,1,E_07,STBR3,7,2020-11-08,
4,1,E_08,STGL1,10,,
4,1,E_09,blank,1,,
4,1,E_10,STGL1,16,2020-11-11,
4,1,E_11,STDR2,15,,
4,1,E_12,STBR3,10,2020-11-06,
4,1,E_13,CAIN3,8,,
4,1,E_14,STTO-BH,3,,
4,1,E_15,STDR2,13,2020-11-06,
4,1,E_16,CAIN4,1,2020-11-05,2 seeds planted 
4,1,E_17,STBR3,13,,
4,1,E_18,CAIN3,15,,
4,1,E_19,CAAM-GB,1,,
4,1,E_20,CAAN1,15,,
4,1,F_01,STPO1,7,2020-11-05,
4,1,F_02,CACO1,2,,
4,1,F_03,STPO1,5,,
4,1,F_04,CAAM-GB,7,,
4,1,F_05,STDR2,3,,
4,1,F_06,STDI,13,,
4,1,F_07,STDI,15,,
4,1,F_08,STIN,11,2020-11-06,
4,1,F_09,STIN,4,,
4,1,F_10,STIN,13,2020-11-19,
4,1,F_11,blank,4,,
4,1,F_12,CAIN3,12,2020-11-05,
4,1,F_13,STGL1,15,2020-11-06,
4,1,F_14,STDR2,5,,
4,1,F_15,CAAN2,11,,
4,1,F_16,STPO1,15,2020-11-05,
4,1,F_17,STPO1,3,2020-11-22,
4,1,F_18,STGL1,8,,
4,1,F_19,CAIN4,5,,
4,1,F_20,STDI,11,,
4,1,G_01,CAIN4,9,,
4,1,G_02,STDI,4,,
4,1,G_03,CAAN1,6,,
4,1,G_04,CAAM-GB,8,,
4,1,G_05,STDI,8,,
4,1,G_06,CAAN1,10,,
4,1,G_07,CAIN4,10,,
4,1,G_08,STBR3,3,2020-11-06,
4,1,G_09,CAAM-GB,10,,
4,1,G_10,CAAM-GB,3,,
4,1,G_11,STPO1,14,2020-11-05,
4,1,G_12,STBR3,9,2020-11-08,
4,1,G_13,CAIN3,11,,
4,1,G_14,STBR3,2,2020-11-06,
4,1,G_15,CAAN2,3,,
4,1,G_16,STDR2,2,,
4,1,G_17,STTO-BH,4,,
4,1,G_18,CAAN1,8,,
4,1,G_19,STTO-BH,15,,
4,1,G_20,STDI,2,,
4,1,H_01,STTO-BH,8,2020-11-05,
4,1,H_02,CAAM-GB,16,,
4,1,H_03,CAIN4,11,,
4,1,H_04,STDI,12,,
4,1,H_05,CACO1,4,,
4,1,H_06,STGL1,13,,
4,1,H_07,STIN,16,,
4,1,H_08,CAAN2,9,,
4,1,H_09,STDI,14,,
4,1,H_10,CAIN3,13,,
4,1,H_11,CAAN2,12,,
4,1,H_12,STBR3,15,2020-11-08,
4,1,H_13,CAIN3,3,2020-11-05,
4,1,H_14,blank,3,,iButton in this blank
4,1,H_15,STIN,9,,
4,1,H_16,STTO-BH,10,,
4,1,H_17,CAAN2,13,,
4,1,H_18,STPO1,13,2020-11-05,
4,1,H_19,CACO1,3,,
4,1,H_20,CAAN1,9,,
4,1,I_01,STGL1,4,2020-11-11,
4,1,I_02,CAAN2,10,,
4,1,I_03,CAIN3,2,2020-11-06,
4,1,I_04,CAAN2,5,,
4,1,I_05,STGL1,2,,
4,1,I_06,STTO-BH,16,,
4,1,I_07,STBR3,6,,
4,1,I_08,CAIN3,7,2020-11-05,
4,1,I_09,STPO1,16,2020-11-05,
4,1,I_10,CAIN4,16,,
4,1,I_11,CAIN4,2,,2 seeds planted 
4,1,I_12,STIN,10,2020-11-05,
4,1,I_13,STBR3,12,,
4,1,I_14,STGL1,12,,
4,1,I_15,STDI,7,,
4,1,I_16,STTO-BH,2,,
4,1,I_17,STDI,1,2020-11-04,
4,1,I_18,CAIN4,13,,
4,1,I_19,STDR2,6,,
4,1,I_20,CAIN4,7,,
4,1,J_01,STTO-BH,9,,
4,1,J_02,CAIN4,15,,
4,1,J_03,STPO1,6,2020-11-05,
4,1,J_04,STIN,6,,
4,1,J_05,CAAN1,2,,
4,1,J_06,STIN,8,2020-11-06,
4,1,J_07,STDR2,8,,
4,1,J_08,STBR3,4,,
4,1,J_09,STIN,2,2020-11-05,
